crime_id,location,date,time,crime_type,gender,role,age,weather,severity,latitude,longitude
CR00442,Kacyiru,2023-08-22,18:14,Theft,Male,Victim,70,Clear,3.18,-1.936800008931392,30.06481864856387
CR00443,Gatenga,2022-04-16,21:20,Burglary,Female,Victim,63,Clear,5.23,-1.9870941586063513,30.129785141057962
CR00444,Kimisagara,2020-08-26,15:12,Robbery,Male,Suspect,18,Clear,6.99,-1.9751065586908667,30.042685842637415
CR00445,Kigarama,2020-10-13,07:33,Theft,Female,Suspect,46,Stormy,2.09,-1.969252521030549,30.084944150979336
CR00446,Muhima,2020-04-02,02:45,Theft,Female,Suspect,24,Clear,3.48,-1.9490087665531157,30.058058918444054
CR00447,Rusororo,2020-03-17,22:01,Robbery,Other,Suspect,49,Rainy,5.71,-1.9026353762037607,30.11776478021618
CR00448,Nduba,2021-09-15,01:29,Burglary,Other,Suspect,30,Clear,4.9,-1.9081114374047898,30.07928374223974
CR00449,Gacuriro,2022-10-05,00:52,Assault,Other,Victim,29,Clear,6.82,-1.9107735452443328,30.07404870510455
CR00450,Gacuriro,2020-08-25,23:43,Theft,Other,Victim,67,Cloudy,2.9,-1.9230395205137463,30.089507885110997
CR00451,Kigarama,2020-07-18,14:11,Theft,Other,Victim,23,Cloudy,3.67,-1.9792313913962334,30.101474104081664
CR00452,Gisozi,2021-04-25,10:53,Burglary,Male,Victim,57,Clear,4.58,-1.9385795692085965,30.077770801739153
CR00453,Gacuriro,2024-12-22,02:24,Assault,Male,Victim,26,Clear,6.95,-1.9185829776281804,30.08347968877095
CR00454,Gikondo,2023-01-05,19:41,Theft,Female,Victim,61,Clear,2.27,-1.9667455152997668,30.065565802351944
CR00455,Kigarama,2020-10-04,13:32,Burglary,Other,Suspect,57,Rainy,4.37,-1.9791756340404358,30.09141647849696
CR00456,Nyarugenge,2022-03-06,21:41,Robbery,Other,Suspect,49,Rainy,6.53,-1.9511041617816929,30.053983662284125
CR00457,Nduba,2022-07-18,01:51,Burglary,Female,Suspect,33,Clear,5.83,-1.9168339510906278,30.078213242026344
CR00458,Jali,2022-01-29,02:57,Burglary,Female,Suspect,43,Stormy,5.87,-1.8973221084021417,30.08197301469106
CR00459,Gacuriro,2023-10-05,03:19,Vandalism,Female,Victim,50,Stormy,1.17,-1.9164943031500161,30.09199928602363
CR00460,Kacyiru,2024-03-01,16:00,Theft,Other,Victim,16,Clear,3.79,-1.9332027529368878,30.069847121539947
CR00461,Niboye,2023-11-27,14:38,Assault,Female,Suspect,27,Rainy,7.19,-1.9941024076708493,30.10724821158056
CR00462,Remera,2023-01-11,08:21,Robbery,Male,Suspect,63,Rainy,5.74,-1.9391253366760612,30.094459269630022
CR00463,Kanombe,2022-05-08,02:45,Vandalism,Other,Suspect,43,Clear,2.3,-1.9660983496712814,30.12907216466893
CR00464,Nduba,2023-04-17,13:15,Burglary,Male,Suspect,63,Rainy,4.76,-1.917069477199398,30.06413473882841
CR00465,Kibagabaga,2024-02-29,10:08,Robbery,Other,Suspect,28,Cloudy,5.88,-1.9271533424170095,30.096808422835622
CR00466,Masaka,2024-01-28,21:16,Assault,Male,Victim,30,Clear,7.02,-1.9643154665146312,30.132311854190412
CR00467,Gatenga,2020-11-12,03:45,Robbery,Female,Victim,37,Clear,6.18,-1.9802647533971194,30.13344172677122
CR00468,Kicukiro,2024-12-18,23:43,Robbery,Male,Victim,54,Clear,6.89,-1.9814399059040966,30.10612059678142
CR00469,Nduba,2022-04-29,11:19,Theft,Other,Victim,77,Rainy,2.19,-1.9157667591298773,30.073787790405206
CR00470,Nduba,2023-09-03,01:30,Assault,Female,Victim,27,Clear,6.59,-1.9139408686536008,30.078486244721777
CR00471,Gisozi,2020-07-21,23:48,Burglary,Female,Suspect,59,Cloudy,4.68,-1.931315304515948,30.063094775692285
CR00472,Nyarugenge,2024-09-03,01:22,Theft,Female,Suspect,51,Clear,3.13,-1.9648115765505787,30.04480774770075
CR00473,Kibagabaga,2022-09-29,21:21,Theft,Male,Victim,49,Clear,3.79,-1.9185772126453233,30.100272754954585
CR00474,Niboye,2023-06-14,08:07,Burglary,Male,Victim,27,Clear,5.16,-1.9850908552303563,30.109626080770905
CR00475,Gikondo,2022-04-15,17:39,Vandalism,Female,Victim,21,Clear,2.69,-1.954077649575946,30.081688039299408
CR00476,Jali,2021-07-26,00:43,Assault,Other,Victim,36,Rainy,6.85,-1.9018831073527076,30.09974170988648
CR00477,Kimironko,2020-03-08,03:54,Robbery,Other,Suspect,55,Cloudy,5.65,-1.922630800172686,30.121531444225962
CR00478,Jali,2023-11-14,07:36,Vandalism,Female,Victim,64,Clear,1.64,-1.9065917974751585,30.08743567554915
CR00479,Gatenga,2022-01-28,03:05,Assault,Male,Suspect,38,Clear,6.36,-1.986115729146622,30.131755746215873
CR00480,Kigali CBD,2021-03-20,08:03,Assault,Female,Suspect,59,Stormy,6.29,-1.9588824628610706,30.04889513572394
CR00481,Nyamirambo,2022-06-27,19:10,Robbery,Male,Suspect,66,Clear,6.63,-1.9779477905480423,30.04483338838797
CR00482,Niboye,2022-06-29,04:27,Vandalism,Female,Suspect,76,Rainy,2.47,-1.993714075308541,30.09792346325841
CR00483,Nyarugenge,2021-04-28,21:24,Vandalism,Male,Suspect,31,Clear,2.98,-1.962512748334113,30.053370656111568
CR00484,Kimisagara,2024-10-17,19:00,Vandalism,Male,Suspect,48,Rainy,1.42,-1.9666918262353417,30.049638895798054
CR00485,Gikondo,2022-01-12,13:40,Robbery,Female,Suspect,16,Clear,6.04,-1.9642950843202507,30.07045681200629
CR00486,Gisozi,2020-07-22,23:19,Robbery,Female,Victim,80,Rainy,6.15,-1.9396175824596313,30.074410794661965
CR00487,Kacyiru,2023-11-05,15:10,Assault,Other,Victim,34,Clear,7.23,-1.9314952625808042,30.069274867579654
CR00488,Jali,2022-01-22,06:33,Vandalism,Female,Suspect,31,Clear,1.2,-1.9064922528737784,30.09252380822744
CR00489,Gacuriro,2023-01-20,21:08,Burglary,Female,Victim,33,Clear,4.57,-1.9080573278695534,30.077097525617518
CR00490,Rwezamenyo,2023-08-13,02:58,Assault,Female,Suspect,63,Rainy,6.24,-1.971715348084458,30.03957362092336
CR00491,Jali,2022-01-04,19:08,Burglary,Female,Victim,49,Cloudy,4.55,-1.8910610349379848,30.09473267136719
CR00492,Remera,2020-05-04,12:07,Assault,Other,Victim,21,Clear,6.88,-1.947152660097953,30.098452298731985
CR00493,Kacyiru,2022-03-26,11:40,Burglary,Female,Victim,62,Clear,5.77,-1.9358138343086198,30.065805625142193
CR00494,Muhima,2021-07-19,16:03,Robbery,Other,Victim,46,Rainy,5.58,-1.9585138002112377,30.06031774738782
CR00495,Kigarama,2021-01-23,05:07,Assault,Female,Suspect,68,Rainy,7.84,-1.9794336890267372,30.09227279707449
CR00496,Gatenga,2020-09-07,15:30,Assault,Female,Victim,73,Clear,7.98,-1.9774397128032504,30.120561733669437
CR00497,Gikondo,2024-10-02,13:00,Theft,Male,Victim,38,Rainy,3.51,-1.9582145150721681,30.080021516083104
CR00498,Kigarama,2024-08-14,17:17,Burglary,Female,Suspect,71,Stormy,5.85,-1.9720000667576578,30.10033449282933
CR00499,Muhima,2022-07-20,10:57,Assault,Other,Suspect,60,Clear,7.33,-1.955869970724167,30.061764329828833
CR00500,Nyamirambo,2020-07-06,00:07,Assault,Female,Suspect,74,Cloudy,6.28,-1.9858135657654095,30.05400259253538
CR00501,Kacyiru,2023-09-19,00:16,Robbery,Male,Victim,79,Clear,5.41,-1.9237459498884324,30.064530741943795
CR00502,Niboye,2021-03-10,07:10,Burglary,Other,Suspect,51,Rainy,5.68,-1.9818739594500958,30.10090936947492
CR00503,Rwezamenyo,2023-08-07,15:30,Vandalism,Other,Victim,50,Cloudy,2.51,-1.9552004572829222,30.035920035327543
CR00504,Kibagabaga,2023-08-02,12:58,Burglary,Other,Victim,69,Rainy,4.05,-1.9160850813062644,30.092982564081087
CR00505,Jali,2023-05-07,00:05,Vandalism,Female,Suspect,44,Rainy,2.81,-1.8943382512349358,30.093259260608182
CR00506,Remera,2020-02-13,04:16,Assault,Male,Victim,54,Clear,7.92,-1.9435176333340802,30.097459491829653
CR00507,Kigarama,2020-04-13,05:03,Burglary,Male,Victim,26,Rainy,5.08,-1.9804325735954378,30.096751941101907
CR00508,Gisozi,2024-05-30,07:43,Burglary,Male,Suspect,54,Clear,5.6,-1.938949400311178,30.065305568033295
CR00509,Nyamirambo,2021-11-14,02:48,Burglary,Male,Victim,67,Rainy,4.01,-1.9817151182841004,30.060044342814564
CR00510,Kimisagara,2021-05-13,13:21,Burglary,Male,Victim,55,Clear,5.67,-1.9760301755329368,30.0417707361082
CR00511,Nyarugenge,2020-09-14,20:05,Burglary,Male,Victim,26,Clear,4.05,-1.9680231995952087,30.043667171230457
CR00512,Nyarugenge,2024-05-30,08:29,Theft,Male,Suspect,25,Clear,2.41,-1.9634096983809148,30.0465475712966
CR00513,Kibagabaga,2023-03-02,21:41,Theft,Female,Suspect,24,Rainy,3.88,-1.9316560454560112,30.102870062491313
CR00514,Gatenga,2021-02-24,23:54,Assault,Female,Victim,45,Rainy,7.14,-1.981934310382358,30.12012998326947
CR00515,Kigarama,2020-05-20,06:36,Vandalism,Male,Suspect,26,Clear,2.46,-1.974304922543972,30.097618112014985
CR00516,Kimironko,2024-08-26,09:22,Burglary,Other,Victim,36,Cloudy,5.04,-1.9201748422477054,30.123612386389823
CR00517,Nyarugenge,2024-04-16,23:08,Robbery,Female,Victim,22,Rainy,6.66,-1.9525476877272951,30.047964090747357
CR00518,Gikondo,2023-02-09,09:04,Assault,Female,Victim,25,Stormy,6.59,-1.954591255605531,30.072725201709037
CR00519,Muhima,2021-02-28,18:43,Assault,Male,Victim,51,Clear,6.22,-1.961880504005159,30.057694096513913
CR00520,Gikondo,2023-04-15,16:42,Burglary,Female,Suspect,78,Clear,5.41,-1.9626659567768947,30.073402166673763
CR00521,Nyarugenge,2021-03-18,23:06,Burglary,Male,Victim,16,Clear,5.69,-1.9650405610733193,30.04216984104529
CR00522,Kacyiru,2024-07-23,11:42,Vandalism,Female,Victim,69,Clear,1.89,-1.9368785585467114,30.054388014107186
CR00523,Kicukiro,2024-11-16,19:35,Theft,Female,Suspect,80,Rainy,2.86,-1.9672112844314151,30.118457549614547
CR00524,Nyamirambo,2021-04-22,23:32,Assault,Other,Victim,32,Clear,6.53,-1.9812060192322236,30.059680531174262
CR00525,Kicukiro,2021-11-03,18:20,Assault,Other,Suspect,76,Clear,7.73,-1.968983855685961,30.121004181487336
CR00526,Nyarugenge,2024-05-04,14:35,Burglary,Female,Victim,78,Rainy,5.99,-1.9650982589679449,30.05109499973751
CR00527,Kigarama,2020-10-29,05:28,Assault,Female,Victim,80,Clear,7.46,-1.9712072509948344,30.093959344297765
CR00528,Gikondo,2024-06-03,09:07,Robbery,Female,Victim,30,Rainy,5.23,-1.9648786789808526,30.06454230059955
CR00529,Niboye,2023-05-05,03:26,Vandalism,Male,Victim,66,Clear,1.71,-1.9991953441531394,30.11291116926606
CR00530,Kicukiro,2020-01-06,18:50,Burglary,Other,Victim,16,Clear,4.16,-1.9698172458312269,30.11137913976294
CR00531,Kimisagara,2021-07-21,20:35,Vandalism,Male,Suspect,39,Clear,2.59,-1.9729604869071429,30.034186877893124
CR00532,Rusororo,2024-10-24,21:23,Assault,Male,Victim,15,Clear,7.45,-1.912172816076411,30.118572901582425
CR00533,Kibagabaga,2020-10-23,15:39,Theft,Female,Victim,69,Clear,2.65,-1.9291997166673338,30.10066189467729
CR00534,Kigarama,2020-09-23,09:28,Theft,Male,Victim,59,Rainy,3.01,-1.9683861523989639,30.0876895665651
CR00535,Nyarugenge,2023-01-11,00:22,Robbery,Male,Suspect,46,Cloudy,5.55,-1.9687266212841659,30.05525082822049
CR00536,Niboye,2021-05-28,08:06,Robbery,Female,Victim,20,Rainy,6.26,-1.9819373282592672,30.109128182272226
CR00537,Nyarugenge,2024-06-23,19:47,Burglary,Male,Suspect,72,Clear,5.03,-1.9595488459910808,30.044835036908978
CR00538,Gacuriro,2020-12-23,12:12,Robbery,Male,Victim,36,Rainy,6.55,-1.9247826977360647,30.085306416537
CR00539,Muhima,2020-08-13,21:12,Assault,Other,Suspect,43,Rainy,7.41,-1.9584482750231116,30.060762171229474
CR00540,Rwezamenyo,2023-09-15,05:40,Burglary,Other,Suspect,37,Clear,4.63,-1.9602864521798968,30.024855174160304
CR00541,Kicukiro,2024-11-09,10:37,Theft,Female,Victim,24,Clear,3.85,-1.9703745912496324,30.113940029527114
CR00542,Niboye,2020-02-22,15:03,Vandalism,Other,Suspect,61,Rainy,1.87,-1.9907145741435484,30.093821038136316
CR00543,Kimisagara,2020-09-26,21:49,Vandalism,Other,Suspect,32,Cloudy,2.86,-1.9732613271055162,30.05067231182808
CR00544,Gisozi,2020-01-31,19:08,Assault,Other,Victim,80,Cloudy,7.59,-1.9273717482609924,30.07833580362417
CR00545,Kicukiro,2022-01-03,17:20,Assault,Male,Suspect,60,Clear,6.64,-1.9756228332236385,30.105779388482652
CR00546,Kicukiro,2024-06-05,22:48,Robbery,Other,Victim,21,Cloudy,6.68,-1.9693218859623292,30.106208627153173
CR00547,Kibagabaga,2024-06-02,20:28,Assault,Male,Victim,69,Clear,7.32,-1.9290714834215792,30.090358426219787
CR00548,Kigarama,2021-05-02,22:47,Vandalism,Other,Victim,78,Rainy,2.76,-1.9826718721625363,30.09537602701995
CR00549,Rwezamenyo,2023-04-20,22:45,Burglary,Other,Victim,63,Clear,4.07,-1.9703322758263295,30.040971788309918
CR00550,Muhima,2021-10-25,05:39,Vandalism,Male,Victim,36,Clear,2.27,-1.9590520751625484,30.058826949843688
CR00551,Kigali CBD,2020-02-02,20:08,Robbery,Female,Victim,62,Clear,5.02,-1.9511526233271694,30.06700828797382
CR00552,Gikondo,2020-12-22,13:40,Assault,Male,Suspect,29,Cloudy,6.27,-1.9697001211347738,30.080436795499253
CR00553,Masaka,2021-06-27,12:37,Theft,Male,Suspect,58,Clear,2.75,-1.962255386635667,30.13900234434933
CR00554,Masaka,2020-04-17,17:57,Robbery,Female,Suspect,46,Stormy,6.89,-1.9606134146139618,30.13601298595988
CR00555,Masaka,2020-09-16,15:01,Theft,Other,Suspect,30,Clear,3.35,-1.9603657290891177,30.144882703402107
CR00556,Nyarugenge,2024-02-28,03:17,Burglary,Male,Victim,52,Clear,4.53,-1.9527772179387526,30.047826237288124
CR00557,Kibagabaga,2022-05-12,01:03,Vandalism,Female,Victim,53,Clear,1.3,-1.9307695219635992,30.087061950347845
CR00558,Nyamirambo,2022-12-13,05:52,Theft,Male,Victim,76,Clear,3.63,-1.9772696503337261,30.04783611197853
CR00559,Kanombe,2020-08-20,23:55,Assault,Female,Suspect,52,Clear,7.47,-1.964452082717027,30.126272987607905
CR00560,Gacuriro,2024-03-07,11:32,Theft,Other,Victim,48,Rainy,2.57,-1.9221040247099195,30.07667926323819
CR00561,Nyarugenge,2020-05-10,05:24,Robbery,Other,Suspect,42,Clear,5.4,-1.9538846827097338,30.043886781831965
CR00562,Kimironko,2022-09-02,20:03,Vandalism,Male,Victim,15,Rainy,2.75,-1.9227117343611206,30.118160244333918
CR00563,Kicukiro,2022-07-07,14:49,Burglary,Female,Victim,65,Cloudy,5.9,-1.9728749112498405,30.110777431849435
CR00564,Nyamirambo,2024-05-12,23:23,Robbery,Female,Suspect,42,Stormy,6.71,-1.994990097544827,30.059426746255237
CR00565,Nyarugenge,2022-01-11,04:46,Assault,Other,Victim,54,Cloudy,7.5,-1.9549087949980544,30.041387657648837
CR00566,Kigali CBD,2022-11-17,19:04,Theft,Male,Suspect,80,Clear,2.01,-1.949972917069384,30.052915522426613
CR00567,Muhima,2023-04-30,01:02,Assault,Female,Victim,19,Cloudy,6.13,-1.953147897209059,30.06257113204715
CR00568,Gikondo,2020-08-11,03:37,Theft,Male,Victim,74,Clear,3.12,-1.9704693624781608,30.0731370626332
CR00569,Kimironko,2022-07-14,21:09,Vandalism,Male,Suspect,77,Cloudy,1.42,-1.9248541403586745,30.10786726900147
CR00570,Nduba,2022-10-28,00:59,Burglary,Male,Victim,22,Cloudy,4.36,-1.9097159952992564,30.079283530759447
CR00571,Nyarugenge,2021-03-29,10:36,Vandalism,Female,Victim,60,Clear,1.84,-1.9509712860516786,30.041134262548592
CR00572,Kicukiro,2023-06-13,08:14,Vandalism,Other,Suspect,15,Rainy,1.53,-1.976007254650563,30.115695256570746
CR00573,Nduba,2020-03-29,01:34,Burglary,Other,Suspect,73,Clear,4.76,-1.9026547806662037,30.068198483365485
CR00574,Kibagabaga,2024-01-29,04:13,Assault,Female,Suspect,57,Clear,7.17,-1.928019559958407,30.094685475322226
CR00575,Rusororo,2024-05-23,05:48,Burglary,Female,Suspect,53,Cloudy,5.28,-1.9084942330304022,30.126371724504303
CR00576,Gisozi,2024-11-10,22:41,Theft,Other,Victim,60,Rainy,2.97,-1.9317747136498895,30.06639830483855
CR00577,Remera,2023-09-11,06:57,Theft,Female,Suspect,28,Clear,3.31,-1.9478239196500298,30.111656011271727
CR00578,Nduba,2022-12-03,19:43,Vandalism,Other,Suspect,15,Rainy,1.36,-1.9111991239918067,30.06740744293309
CR00579,Kanombe,2021-09-09,02:46,Robbery,Other,Suspect,59,Clear,5.6,-1.96045542005351,30.12786972953402
CR00580,Muhima,2022-07-27,16:32,Theft,Male,Suspect,38,Rainy,2.46,-1.9440860596325726,30.054075851959634
CR00581,Kimironko,2023-08-10,20:12,Vandalism,Female,Suspect,66,Clear,1.58,-1.9252483911802594,30.109673239291592
CR00582,Masaka,2020-03-04,02:49,Robbery,Male,Suspect,60,Rainy,5.97,-1.9656158490339863,30.13962426778725
CR00583,Kigarama,2020-05-04,04:42,Burglary,Other,Suspect,16,Clear,5.59,-1.9655129121974786,30.09525423313058
CR00584,Kigali CBD,2022-09-07,21:13,Robbery,Other,Victim,27,Rainy,5.78,-1.9525898734188396,30.06427412131243
CR00585,Rwezamenyo,2024-10-01,17:04,Assault,Female,Victim,70,Clear,6.71,-1.9687373825343257,30.03737390866383
CR00586,Kibagabaga,2022-04-02,11:21,Vandalism,Female,Victim,77,Cloudy,1.96,-1.9316888105034176,30.086392841854245
CR00587,Niboye,2022-05-23,00:16,Vandalism,Other,Victim,40,Stormy,1.19,-1.9913597016523814,30.09749036147627
CR00588,Kanombe,2023-11-06,19:26,Vandalism,Other,Suspect,25,Clear,1.22,-1.9739071804144133,30.137565731858494
CR00589,Niboye,2020-08-09,09:01,Theft,Other,Victim,80,Clear,3.76,-1.9814940932598666,30.10427277516508
CR00590,Nduba,2022-10-01,03:46,Assault,Male,Suspect,34,Rainy,7.51,-1.9111360333349656,30.061478480252593
CR00591,Rusororo,2023-12-29,04:54,Robbery,Male,Victim,67,Clear,5.57,-1.9012423404921652,30.12697725257635
CR00592,Kigali CBD,2022-06-27,00:43,Burglary,Male,Suspect,30,Clear,5.94,-1.951228198107696,30.066216229152147
CR00593,Gisozi,2020-05-30,20:28,Robbery,Other,Suspect,77,Clear,5.65,-1.9393468865761765,30.081744218732638
CR00594,Kacyiru,2020-06-14,09:34,Assault,Female,Suspect,15,Clear,7.32,-1.9264241641299855,30.064895803062033
CR00595,Kigarama,2021-10-21,21:54,Robbery,Female,Victim,34,Clear,5.23,-1.9697429470372494,30.089649369014147
CR00596,Nduba,2023-05-30,04:56,Assault,Male,Suspect,47,Rainy,6.93,-1.9157356710274218,30.072320981828387
CR00597,Gacuriro,2020-10-30,14:35,Theft,Other,Suspect,43,Clear,2.64,-1.9159644065938317,30.081993424163795
CR00598,Nyamirambo,2020-05-14,12:25,Assault,Male,Victim,75,Clear,6.23,-1.9885996827831238,30.05696138814653
CR00599,Masaka,2020-09-15,04:47,Assault,Other,Victim,65,Clear,7.39,-1.9613920096051878,30.14565762345352
CR00600,Remera,2021-07-17,21:54,Assault,Other,Victim,62,Cloudy,7.41,-1.9519416576497635,30.10525217003376
CR00601,Kimisagara,2023-07-02,04:53,Assault,Female,Suspect,53,Clear,7.55,-1.9779987716186715,30.03890292507114
CR00602,Nduba,2023-07-20,12:36,Robbery,Male,Suspect,61,Cloudy,5.97,-1.9078094662412566,30.079759549593433
CR00603,Kacyiru,2023-04-13,15:18,Vandalism,Female,Suspect,69,Stormy,2.61,-1.9305798314702678,30.061099685621134
CR00604,Masaka,2023-01-28,05:37,Theft,Female,Victim,38,Cloudy,2.98,-1.9689080470019928,30.150388530447866
CR00605,Rusororo,2023-12-29,14:15,Burglary,Male,Victim,49,Cloudy,4.82,-1.9108722454917573,30.117062758364412
CR00606,Masaka,2021-10-27,18:20,Robbery,Male,Suspect,28,Clear,5.47,-1.9566720523541807,30.14272909353367
CR00607,Nyarugenge,2022-02-19,14:44,Robbery,Female,Suspect,71,Rainy,5.58,-1.9542837774497601,30.047202702943064
CR00608,Nyamirambo,2023-05-08,07:20,Robbery,Male,Suspect,71,Clear,6.01,-1.9779528543117728,30.04488814802272
CR00609,Kimisagara,2022-12-22,03:14,Assault,Male,Suspect,35,Cloudy,7.78,-1.9717975354101374,30.04474186428353
CR00610,Muhima,2021-08-26,05:23,Burglary,Male,Suspect,32,Clear,5.57,-1.9598573468438267,30.055487063193777
CR00611,Gikondo,2022-07-18,20:29,Robbery,Male,Suspect,60,Clear,5.12,-1.954865860355427,30.081347400127118
CR00612,Masaka,2022-11-01,14:11,Robbery,Female,Suspect,70,Rainy,6.54,-1.95237691183779,30.151982809611738
CR00613,Muhima,2023-05-24,20:08,Burglary,Female,Suspect,15,Cloudy,4.52,-1.9499301874048667,30.06963874980216
CR00614,Nyamirambo,2022-05-31,23:04,Vandalism,Female,Suspect,60,Clear,1.64,-1.979225027350052,30.04936156191528
CR00615,Kigarama,2020-07-22,12:52,Vandalism,Other,Suspect,40,Clear,1.78,-1.9694049017538924,30.084418742512426
CR00616,Kimisagara,2024-06-12,04:02,Theft,Other,Suspect,29,Clear,2.88,-1.9786123362736816,30.048109009578805
CR00617,Masaka,2023-12-08,08:49,Burglary,Male,Suspect,39,Clear,4.8,-1.953343129089049,30.134879675484083
CR00618,Gacuriro,2020-08-22,19:37,Burglary,Male,Victim,51,Clear,5.82,-1.9165603665211304,30.08219864139115
CR00619,Kanombe,2024-10-12,13:05,Assault,Female,Victim,20,Cloudy,6.54,-1.9628752492614927,30.139213716518853
CR00620,Masaka,2023-09-02,16:54,Robbery,Female,Suspect,32,Rainy,6.46,-1.9659276375814092,30.142829970516516
CR00621,Jali,2023-08-26,04:10,Vandalism,Female,Victim,65,Cloudy,1.68,-1.9071002694508086,30.084539712218564
CR00622,Nduba,2024-12-02,23:09,Assault,Other,Suspect,68,Stormy,7.64,-1.9133255567063823,30.068044618982825
CR00623,Kigali CBD,2024-04-23,05:48,Theft,Female,Victim,57,Clear,2.62,-1.9549213285700633,30.064802706960812
CR00624,Jali,2023-02-03,07:02,Vandalism,Other,Suspect,19,Clear,1.82,-1.8950957212872286,30.087058827461018
CR00625,Nyamirambo,2024-01-16,07:58,Robbery,Other,Victim,35,Clear,6.15,-1.9860058424907898,30.06083762186852
CR00626,Kanombe,2024-11-07,06:45,Theft,Male,Suspect,40,Rainy,2.33,-1.9714940417463651,30.133422813100164
CR00627,Kigali CBD,2021-03-16,04:34,Theft,Female,Victim,76,Rainy,2.41,-1.954129155879811,30.05635451252171
CR00628,Nduba,2022-05-30,07:37,Robbery,Other,Suspect,49,Rainy,6.25,-1.9116575272372853,30.074668985821653
CR00629,Jali,2022-07-13,06:58,Assault,Male,Victim,30,Stormy,7.9,-1.894755545118453,30.0888778577674
CR00630,Masaka,2024-12-23,20:22,Robbery,Female,Victim,68,Clear,6.23,-1.9639183778680402,30.139768857101128
CR00631,Kimironko,2021-04-12,16:08,Burglary,Other,Victim,77,Rainy,4.66,-1.9156264009462614,30.112271205237178
CR00632,Kicukiro,2022-04-27,13:17,Vandalism,Male,Victim,78,Clear,2.21,-1.9749277608326385,30.108520219693386
CR00633,Nduba,2021-11-25,07:45,Robbery,Female,Suspect,31,Clear,5.04,-1.9038925848692758,30.067977661212254
CR00634,Jali,2024-08-21,21:46,Vandalism,Female,Victim,56,Clear,2.44,-1.8905002848123178,30.09446615420728
CR00635,Gikondo,2022-07-17,09:37,Burglary,Female,Victim,66,Clear,5.6,-1.9586590280124236,30.066118301607073
CR00636,Gikondo,2022-03-27,01:08,Burglary,Female,Suspect,79,Rainy,4.18,-1.9736104075284997,30.066339186208335
CR00637,Kimisagara,2022-05-01,13:02,Burglary,Female,Victim,64,Cloudy,5.41,-1.969913221805958,30.035819301511108
CR00638,Kimironko,2024-02-03,04:11,Robbery,Other,Suspect,31,Rainy,6.82,-1.930827819159321,30.10889203875482
CR00639,Rusororo,2020-07-13,16:56,Assault,Other,Suspect,29,Rainy,7.53,-1.8996665460383997,30.13147212271829
CR00640,Rusororo,2021-10-02,20:13,Vandalism,Female,Suspect,28,Clear,2.11,-1.9081040621947418,30.12718651956083
CR00641,Nduba,2022-05-24,03:53,Robbery,Male,Suspect,17,Clear,6.31,-1.912530496265936,30.072377525026116
CR00642,Niboye,2021-10-02,22:11,Theft,Female,Victim,31,Stormy,3.04,-1.993563084091619,30.111007086584475
CR00643,Rusororo,2023-09-24,04:43,Assault,Female,Victim,34,Clear,6.72,-1.8981816006031027,30.12496411032415
CR00644,Kibagabaga,2021-06-06,02:24,Vandalism,Other,Suspect,59,Clear,1.4,-1.9264862973454493,30.099279531596913
CR00645,Kimironko,2022-02-05,03:55,Assault,Male,Victim,79,Clear,6.31,-1.9238005547614372,30.113164161797584
CR00646,Kigarama,2020-11-08,15:11,Robbery,Female,Suspect,16,Cloudy,6.07,-1.981010957092423,30.096880000964838
CR00647,Kigarama,2023-11-07,18:34,Vandalism,Other,Suspect,45,Clear,2.72,-1.9807004029128619,30.088270273654587
CR00648,Gikondo,2022-08-29,12:57,Robbery,Female,Suspect,21,Clear,5.46,-1.9639411315560187,30.064826629798148
CR00649,Kimisagara,2020-05-17,12:33,Burglary,Male,Suspect,58,Clear,5.6,-1.9668719311544354,30.034173003635235
CR00650,Masaka,2020-07-05,12:14,Theft,Male,Suspect,69,Rainy,3.82,-1.9698633084782322,30.14504474882071
CR00651,Kigarama,2024-08-30,22:58,Theft,Other,Victim,16,Rainy,2.66,-1.9801372436940048,30.090006405488353
CR00652,Remera,2020-06-23,05:30,Burglary,Female,Suspect,70,Cloudy,4.43,-1.947490339260869,30.109657757901513
CR00653,Kibagabaga,2020-07-09,22:26,Assault,Female,Victim,76,Rainy,7.47,-1.9234063460318007,30.099491553227622
CR00654,Kigarama,2022-06-03,23:00,Assault,Other,Suspect,52,Clear,7.88,-1.9705747204135449,30.096471921803374
CR00655,Niboye,2020-07-16,04:41,Robbery,Male,Victim,51,Clear,5.07,-1.9906025648188523,30.094017714172516
CR00656,Rwezamenyo,2024-03-04,11:09,Theft,Other,Victim,77,Clear,2.04,-1.9525773365577,30.026343562772524
CR00657,Gisozi,2024-02-22,03:34,Assault,Other,Victim,25,Rainy,7.88,-1.942080000999387,30.0740338614717
CR00658,Rwezamenyo,2022-02-02,03:43,Robbery,Other,Suspect,69,Cloudy,5.21,-1.9588116352870966,30.02513438693578
CR00659,Niboye,2024-07-20,22:30,Burglary,Male,Victim,46,Clear,4.8,-1.986243980681936,30.10068581002014
CR00660,Kanombe,2020-09-23,08:19,Robbery,Female,Suspect,34,Clear,5.97,-1.9618222530623541,30.135350017164914
CR00661,Gisozi,2023-02-13,21:54,Burglary,Other,Suspect,80,Stormy,4.31,-1.933259173028194,30.066606304666877
CR00662,Gatenga,2020-05-02,06:44,Theft,Other,Suspect,38,Cloudy,2.6,-1.9873971477468417,30.12385960683582
